ID,Title,Author,GameStyle,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
7916-0000-03EC-D4BD,4-2 Grab Your Weapons (Classic),Eagleclaw,sw,Super Expert,1.86%,14,16,10,538,US,---,https://supermariomakerbookmark.nintendo.net/courses/7916-0000-03EC-D4BD
896D-0000-03EC-E086,ノコノコ踏み踏み#3 20s　Speedrun　Edition,ねむねむ,sw,Super Expert,0.58%,12,14,1,171,JP,---,https://supermariomakerbookmark.nintendo.net/courses/896D-0000-03EC-E086
E25F-0000-03EB-5569,♪&quot;Zombi&quot;♪ ♪♪musical♪♪♪level♪♪,RafaMaker,sw,Easy,47.62%,9,13,10,21,MX,Music,https://supermariomakerbookmark.nintendo.net/courses/E25F-0000-03EB-5569
F18F-0000-03EC-D77B,2 Of Mario&#39;z Most Wanted,CRFraud,sw,Expert,3.98%,22,33,28,703,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/F18F-0000-03EC-D77B
AC3D-0000-03EC-D892,Mission Tryn To Find MsPrincessP,theGRIMES,sw,Expert,2.46%,8,13,9,366,US,---,https://supermariomakerbookmark.nintendo.net/courses/AC3D-0000-03EC-D892
CFEC-0000-03EB-2F96,Café du Soir,Maggie,sw,Super Expert,0.81%,20,26,6,740,US,---,https://supermariomakerbookmark.nintendo.net/courses/CFEC-0000-03EB-2F96
62F0-0000-03E8-C046,ちかゆっくりと,シーガ,sw,Easy,72.22%,12,15,13,18,JP,---,https://supermariomakerbookmark.nintendo.net/courses/62F0-0000-03E8-C046
C991-0000-03E2-6489,Flying Blind #teammaker #AFC,←«Aлğеl»→,sw,Expert,5.23%,16,28,9,172,CL,---,https://supermariomakerbookmark.nintendo.net/courses/C991-0000-03E2-6489
3641-0000-03DB-837C,習得しました,MW,sw,Normal,3.70%,36,45,2,54,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3641-0000-03DB-837C
10A9-0000-03EB-DBC7,Septianos    V/S    #Team-Maker,A3☆MacLink,sw,Super Expert,0.26%,17,31,4,1511,CL,---,https://supermariomakerbookmark.nintendo.net/courses/10A9-0000-03EB-DBC7
E5AA-0000-03E9-D22B,Broken Bones,P-ander,sw,Super Expert,0.41%,17,29,7,1717,PE,---,https://supermariomakerbookmark.nintendo.net/courses/E5AA-0000-03E9-D22B
2F82-0000-03E5-E633,A Plumbers Pipe Problems v1.2,kroolgamer,sw,Super Expert,0.51%,30,48,16,3160,US,---,https://supermariomakerbookmark.nintendo.net/courses/2F82-0000-03E5-E633
27F9-0000-03EC-D4C3,Rhinestone Eyes,Freakin HA,sw,Super Expert,1.96%,24,36,32,1631,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/27F9-0000-03EC-D4C3
C7FB-0000-03EB-ADF1,Café Matinal,Maggie,sw,Super Expert,0.71%,9,14,4,567,US,---,https://supermariomakerbookmark.nintendo.net/courses/C7FB-0000-03EB-ADF1
87B7-0000-03E9-6FFF,Just a Moment,JefeMix,sw,Expert,1.85%,15,20,8,433,US,---,https://supermariomakerbookmark.nintendo.net/courses/87B7-0000-03E9-6FFF
54D1-0000-03E8-8917,Snwbear24&#39;s Assignment #1,MetZelRio,sw,Expert,0.16%,9,27,7,4501,US,---,https://supermariomakerbookmark.nintendo.net/courses/54D1-0000-03E8-8917
2B59-0000-03E7-EF05,Canary Mine,Filletus,sw,Expert,8.31%,27,41,26,313,CZ,---,https://supermariomakerbookmark.nintendo.net/courses/2B59-0000-03E7-EF05
03DD-0000-03E9-293C,(2ydg) baby face kazoo,Mason,sw,Expert,2.62%,58,87,60,2287,US,---,https://supermariomakerbookmark.nintendo.net/courses/03DD-0000-03E9-293C
9D42-0000-03EC-D855,Heck The POWlice,TearGasJaz,sw,Expert,5.02%,26,39,32,637,SE,Theme,https://supermariomakerbookmark.nintendo.net/courses/9D42-0000-03EC-D855
1211-0000-03EA-E4F0,Surfing on Buzzy Beetles,pringle,sw,Expert,0.98%,17,46,21,2135,US,---,https://supermariomakerbookmark.nintendo.net/courses/1211-0000-03EA-E4F0
BF8D-0000-03E7-5212,#teamJesury nivel2,GaticoHB,sw,Expert,2.58%,14,27,18,699,MX,---,https://supermariomakerbookmark.nintendo.net/courses/BF8D-0000-03E7-5212
855D-0000-03D5-6C44,♪Get Buzzy♪,Cardboard,sw,Super Expert,1.01%,41,87,41,4055,CA,---,https://supermariomakerbookmark.nintendo.net/courses/855D-0000-03D5-6C44
626B-0000-03E5-8C89,INICIACION AL TEAM JESURY,Morillon71,sw,Easy,68.53%,19,98,98,143,MX,---,https://supermariomakerbookmark.nintendo.net/courses/626B-0000-03E5-8C89
9BFE-0000-03E7-B01D,Bloopers of fate (normal diff.),Thomas,sw,Super Expert,2.09%,16,22,13,621,DE,---,https://supermariomakerbookmark.nintendo.net/courses/9BFE-0000-03E7-B01D
C8FD-0000-03EC-013A,◆ W2-5 Yoshi &#39;N&#39; Cave ◆,3DJerome3D,sw,Normal,18.60%,13,19,8,43,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C8FD-0000-03EC-013A
8A9E-0000-03EA-0907,初めてのマントダッシュ全自動Y&amp;→,fumihiko,sw,Easy,25.00%,13,22,12,48,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8A9E-0000-03EA-0907
F963-0000-03E7-7EF7,P,Rei,sw,Super Expert,0.34%,31,49,3,894,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F963-0000-03E7-7EF7
82BB-0000-03E9-A90A,♥ ♪Spring♪ For Shūta ♥,Momo,sw,Easy,86.32%,64,105,101,117,US,---,https://supermariomakerbookmark.nintendo.net/courses/82BB-0000-03E9-A90A
F055-0000-03E5-FCA2,Salute to friendship v2,beacon,sw,Expert,1.00%,23,46,21,2103,US,---,https://supermariomakerbookmark.nintendo.net/courses/F055-0000-03E5-FCA2
756F-0000-03E8-8D44,8 Mid Air P-Switch Jumps,Jp,sw,Super Expert,0.73%,10,16,4,546,US,---,https://supermariomakerbookmark.nintendo.net/courses/756F-0000-03E8-8D44
C5DC-0000-03C9-8598,Uno Más: Magikoopa Learns to TAS,BlakDragon,sw,Easy,50.00%,15,23,14,28,US,---,https://supermariomakerbookmark.nintendo.net/courses/C5DC-0000-03C9-8598
13CD-0000-03EC-2B1E,Plant,CRFraud,sw,Expert,3.38%,12,18,11,325,US,---,https://supermariomakerbookmark.nintendo.net/courses/13CD-0000-03EC-2B1E
6E06-0000-03E2-4A5C,Legends of the Hidden Temple,Ryan,sw,Normal,25.08%,67,105,78,311,US,---,https://supermariomakerbookmark.nintendo.net/courses/6E06-0000-03E2-4A5C
EBAE-0000-03E8-1400,PutxMorillontomatupinshimidair,freddy,sw,Normal,15.45%,19,178,172,1113,MX,---,https://supermariomakerbookmark.nintendo.net/courses/EBAE-0000-03E8-1400
94B5-0000-03E5-C956,entrenamiento 25 mid airs,miguelgs92,sw,Normal,10.69%,19,50,31,290,PE,---,https://supermariomakerbookmark.nintendo.net/courses/94B5-0000-03E5-C956
3EE1-0000-03EC-D76E,Bonny World,steffimjau,sw,Expert,4.49%,7,12,7,156,NO,---,https://supermariomakerbookmark.nintendo.net/courses/3EE1-0000-03EC-D76E
4B80-0000-03EB-200E,Dirty Back Road,Gheb,sw,Expert,2.85%,42,68,53,1861,AT,---,https://supermariomakerbookmark.nintendo.net/courses/4B80-0000-03EB-200E
C5EB-0000-03EA-E938,Twas Brillig...,jj boy,sw,Super Expert,0.68%,14,23,7,1036,US,---,https://supermariomakerbookmark.nintendo.net/courses/C5EB-0000-03EA-E938
9A09-0000-03EA-C385,spring/shell jump,sahae :P,sw,Normal,33.33%,7,15,13,39,US,---,https://supermariomakerbookmark.nintendo.net/courses/9A09-0000-03EA-C385
5F11-0000-03E9-393C,Twins Turtle Time Conundrum,TwinIcarus,sw,Super Expert,0.69%,14,28,16,2331,US,---,https://supermariomakerbookmark.nintendo.net/courses/5F11-0000-03E9-393C
5A9A-0000-03E7-518C,la Z preligrosa by:pilata 20 seg,ElPilata,sw,Expert,4.52%,7,10,8,177,MX,---,https://supermariomakerbookmark.nintendo.net/courses/5A9A-0000-03E7-518C
A9BA-0000-03D9-DA6F,Boneyard Bound (10 Sec),J.Z.G.,sw,Expert,0.99%,42,86,38,3822,US,---,https://supermariomakerbookmark.nintendo.net/courses/A9BA-0000-03D9-DA6F
2958-0000-03D9-1702,Square [] ish [] Adventures,BongJuan,sw,Super Expert,1.14%,49,88,37,3237,AU,---,https://supermariomakerbookmark.nintendo.net/courses/2958-0000-03D9-1702
90FD-0000-03EC-C68B,When Four Halves Make a Whole...,Adveloq,sw,Super Expert,0.46%,9,13,4,868,SE,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/90FD-0000-03EC-C68B
CE38-0000-03E9-2A50,Spiky Spiny Spelunking,Brandon,sw,Super Expert,1.42%,9,15,7,493,CA,---,https://supermariomakerbookmark.nintendo.net/courses/CE38-0000-03E9-2A50
F03B-0000-03E8-D87C,this is dumb,pacmanboss,sw,Super Expert,0.28%,11,23,6,2162,US,---,https://supermariomakerbookmark.nintendo.net/courses/F03B-0000-03E8-D87C
8AD8-0000-03E7-71DB,画面外謎解き　Out of Screen Puzzle,しんご,sw,Super Expert,0.42%,44,67,1,236,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8AD8-0000-03E7-71DB
6015-0000-03E9-7B10,Time Attack #2 (Kaizo Edition),bob,sw,Expert,4.81%,24,48,35,728,US,Speedrun,https://supermariomakerbookmark.nintendo.net/courses/6015-0000-03E9-7B10
62F9-0000-03E3-6D1E,bridgebuilding,Donutboy,sw,Super Expert,1.53%,41,66,24,1564,DE,---,https://supermariomakerbookmark.nintendo.net/courses/62F9-0000-03E3-6D1E
AB79-0000-03E2-8782,MissYouGuys #BkYourWay #Olphare,[ks]Hail,sw,Super Expert,0.67%,41,75,33,4929,SE,---,https://supermariomakerbookmark.nintendo.net/courses/AB79-0000-03E2-8782
4090-0000-03DF-4F68,Shell Jumps Papita,Rishar21,sw,Super Expert,0.52%,43,83,28,5433,MX,---,https://supermariomakerbookmark.nintendo.net/courses/4090-0000-03DF-4F68
9528-0000-03DE-D4BC,100 Mario Challenge -CAN&#39;T SKIP-,Bullet,sw,Easy,2.94%,15,22,1,34,US,---,https://supermariomakerbookmark.nintendo.net/courses/9528-0000-03DE-D4BC
04A2-0000-03DD-B8A0,Mario Max 8-B Jr Headquarters,Max,sw,Expert,3.75%,57,87,25,667,NL,---,https://supermariomakerbookmark.nintendo.net/courses/04A2-0000-03DD-B8A0
50F3-0000-03E6-9649,I love all my mario buds &lt;3,beacon,sw,Expert,1.11%,21,33,12,1083,US,---,https://supermariomakerbookmark.nintendo.net/courses/50F3-0000-03E6-9649
00DF-0000-03CA-72DC,クラウン大迷宮11,サブ　りょんりょん,sw,Easy,48.28%,25,38,28,58,JP,---,https://supermariomakerbookmark.nintendo.net/courses/00DF-0000-03CA-72DC
CEA8-0000-03E8-4274,[KB2] Pyrotechnical Difficulties,Lini,sw,Expert,3.26%,29,57,31,950,DE,---,https://supermariomakerbookmark.nintendo.net/courses/CEA8-0000-03E8-4274
3DF5-0000-03D3-E002,SILVER,ReLiC38,sw,Expert,1.28%,33,53,22,1721,CA,---,https://supermariomakerbookmark.nintendo.net/courses/3DF5-0000-03D3-E002
635B-0000-03E2-D4EE,BigSpins and LightFeet 50sSpdRUN,William,sw,Expert,2.47%,35,62,36,1458,AU,---,https://supermariomakerbookmark.nintendo.net/courses/635B-0000-03E2-D4EE
AF59-0000-03EB-212D,龍のいない陽気なスター　 puzzle,さぶメタリカ,sw,Super Expert,0.00%,10,15,0,59,JP,---,https://supermariomakerbookmark.nintendo.net/courses/AF59-0000-03EB-212D
27E5-0000-03EA-FFD9,Strange idea,CN.Chee,sw,Expert,2.38%,8,18,9,378,US,---,https://supermariomakerbookmark.nintendo.net/courses/27E5-0000-03EA-FFD9
6B5A-0000-03E9-AA31,LC,eldelgorro,sw,Expert,3.01%,10,29,17,564,ES,---,https://supermariomakerbookmark.nintendo.net/courses/6B5A-0000-03E9-AA31
2818-0000-03E8-DAE8,TearGas&#39; Smooth Jazz,Maggie,sw,Super Expert,0.09%,22,49,3,3288,US,---,https://supermariomakerbookmark.nintendo.net/courses/2818-0000-03E8-DAE8
69E7-0000-03E1-AD1B,陽気なスター　 puzzle,さぶメタリカ,sw,Super Expert,0.29%,22,36,1,340,JP,---,https://supermariomakerbookmark.nintendo.net/courses/69E7-0000-03E1-AD1B
D67E-0000-03E0-7072,Save&#39;s Rom 1-3: Volskaya Caverns,SaveMe,sw,Super Expert,0.60%,8,14,5,831,US,---,https://supermariomakerbookmark.nintendo.net/courses/D67E-0000-03E0-7072
749B-0000-03DE-898B,Super Hot Potato,ReLiC38,sw,Super Expert,1.17%,30,64,24,2049,CA,---,https://supermariomakerbookmark.nintendo.net/courses/749B-0000-03DE-898B
2E5E-0000-03C7-BFDF,マルマルすり抜け　POWとバネを添えて,きょんきょんきょん,sw,Easy,59.09%,10,20,13,22,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2E5E-0000-03C7-BFDF
D5F4-0000-03D2-779F,Primer Nivel-My First Level,Amariyo29,sw,Super Expert,2.66%,39,71,37,1391,MX,---,https://supermariomakerbookmark.nintendo.net/courses/D5F4-0000-03D2-779F
B93E-0000-03C4-5646,JAZZ,chess_w_c,sw,Expert,1.52%,52,89,38,2502,US,---,https://supermariomakerbookmark.nintendo.net/courses/B93E-0000-03C4-5646
B44A-0000-03DF-1EC8,Party underground THX for 2K !,Newt82 ★2★,sw,Normal,10.43%,42,67,24,230,US,---,https://supermariomakerbookmark.nintendo.net/courses/B44A-0000-03DF-1EC8
D152-0000-03E1-D5C7,Something OK #Race,Blast,sw,Super Expert,1.08%,53,101,53,4914,CA,---,https://supermariomakerbookmark.nintendo.net/courses/D152-0000-03E1-D5C7
1B55-0000-03E9-DB14,～テレサの宝物～,だいちぃ,sw,Super Expert,1.99%,15,23,7,352,JP,---,https://supermariomakerbookmark.nintendo.net/courses/1B55-0000-03E9-DB14
9C3F-0000-03D8-7E59,Kaizo Mario Challenge,GODLY,sw,Expert,3.80%,13,23,6,158,DE,---,https://supermariomakerbookmark.nintendo.net/courses/9C3F-0000-03D8-7E59
EDF3-0000-03E8-38D9,カロンノボ～ンヲ利用セヨ,シャドウゼロ,sw,Easy,72.22%,11,17,13,18,JP,---,https://supermariomakerbookmark.nintendo.net/courses/EDF3-0000-03E8-38D9
E169-0000-03E5-5F7A,Cave of Wonders,Bethehelm,sw,Easy,46.43%,11,18,13,28,US,---,https://supermariomakerbookmark.nintendo.net/courses/E169-0000-03E5-5F7A
AFD7-0000-03D5-04D4,12歳になったお(^ω^),Zone_スイレン,sw,Easy,48.33%,22,39,29,60,JP,---,https://supermariomakerbookmark.nintendo.net/courses/AFD7-0000-03D5-04D4
2E1D-0000-03E8-95E4,Easy For You Ryu! See You N SMM2,Vanandy,sw,Super Expert,0.45%,20,37,5,1119,US,---,https://supermariomakerbookmark.nintendo.net/courses/2E1D-0000-03E8-95E4
3860-0000-03EB-368F,Bob-omb Shells,chris,sw,Super Expert,1.44%,9,16,7,485,US,---,https://supermariomakerbookmark.nintendo.net/courses/3860-0000-03EB-368F
4FFE-0000-03E7-98D8,Iniciando con Jesury,Waffles,sw,Expert,8.46%,9,16,11,130,MX,---,https://supermariomakerbookmark.nintendo.net/courses/4FFE-0000-03E7-98D8
BF15-0000-03DC-CBA1,Lé Maze Dè Druide-Explosive Molè,SR|Dan²,sw,Normal,29.50%,27,63,41,139,CA,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/BF15-0000-03DC-CBA1
1004-0000-03EA-3BD3,5 Times Spike Spring Part for U,Filletus,sw,Super Expert,0.30%,16,32,6,2026,CZ,---,https://supermariomakerbookmark.nintendo.net/courses/1004-0000-03EA-3BD3
B913-0000-03E8-60D9,Digitus Pollex Dolores #TeamPipe,TearGasJaz,sw,Super Expert,0.16%,23,47,6,3775,SE,---,https://supermariomakerbookmark.nintendo.net/courses/B913-0000-03E8-60D9
74E4-0000-03E6-3B99,夜明けと蛍　初音ミク　演奏♪　【VOCALOID】　Walk,Pinoa,sw,Easy,72.55%,23,41,37,51,JP,---,https://supermariomakerbookmark.nintendo.net/courses/74E4-0000-03E6-3B99
826E-0000-03EC-7176,A Select 20 Frames,jj boy,sw,Expert,0.51%,7,22,8,1558,US,---,https://supermariomakerbookmark.nintendo.net/courses/826E-0000-03EC-7176
0E5F-0000-03EB-675A,feelsgoodman Auto,ScottieFox,sw,Easy,50.00%,7,13,10,20,US,---,https://supermariomakerbookmark.nintendo.net/courses/0E5F-0000-03EB-675A
8EBF-0000-03E9-A052,Pow Drop Mania,CDR,sw,Expert,1.81%,7,16,7,386,US,---,https://supermariomakerbookmark.nintendo.net/courses/8EBF-0000-03E9-A052
BFDD-0000-03E8-A1A0,Great Fairy&#39;s Kaizo: Ode to Ryu,FantaBewbs,sw,Super Expert,0.00%,7,13,0,449,GB,---,https://supermariomakerbookmark.nintendo.net/courses/BFDD-0000-03E8-A1A0
85E1-0000-03E6-F4A9,Dungeon Break: One Screen Puzzle,SMM2Bizzle,sw,Expert,2.17%,7,12,1,46,DE,---,https://supermariomakerbookmark.nintendo.net/courses/85E1-0000-03E6-F4A9
409F-0000-03E6-E3C7,DeeDee&#39;s World: Ice Mountain 2,Cory,sw,Easy,84.62%,7,11,11,13,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/409F-0000-03E6-E3C7
41E0-0000-03E5-F3C0,Neil Da Bomb (and he loves Tuna),Defy,sw,Normal,11.54%,7,12,9,78,CA,Shoot-&#39;em-up,https://supermariomakerbookmark.nintendo.net/courses/41E0-0000-03E5-F3C0
E8AE-0000-03E4-46CE,(R)eally (T)ough (G)amer. fixed,beacon,sw,Super Expert,1.21%,21,40,13,1075,US,---,https://supermariomakerbookmark.nintendo.net/courses/E8AE-0000-03E4-46CE
BD3A-0000-03E3-CA67,P&#39;d over a spike at last,Jesse,sw,Expert,0.72%,7,14,6,829,NL,---,https://supermariomakerbookmark.nintendo.net/courses/BD3A-0000-03E3-CA67
151A-0000-03E0-1FE3,SMM1 Tribute: Version SoNoMore,☆Oskar☆,sw,Expert,2.72%,49,88,53,1947,AT,---,https://supermariomakerbookmark.nintendo.net/courses/151A-0000-03E0-1FE3
FB6F-0000-03C0-D3D8,Control The Mole,Paxton,sw,Easy,90.91%,7,11,10,11,US,---,https://supermariomakerbookmark.nintendo.net/courses/FB6F-0000-03C0-D3D8
56DB-0000-03E6-2EC8,Other level of koopaling 20s,Charlie,sw,Super Expert,1.44%,45,77,27,1876,PE,Dash,https://supermariomakerbookmark.nintendo.net/courses/56DB-0000-03E6-2EC8
35DC-0000-03E8-5508,Chess Goes Over and Under ▲▼,Yesh,sw,Super Expert,2.52%,12,20,13,515,US,---,https://supermariomakerbookmark.nintendo.net/courses/35DC-0000-03E8-5508
C666-0000-03E7-5097,Well this is a dumpster fire...,Markabusi,sw,Super Expert,1.14%,12,19,11,966,GB,---,https://supermariomakerbookmark.nintendo.net/courses/C666-0000-03E7-5097
9C69-0000-03E9-7B68,Fill Carl with Bullet Moles rv42,Argent,sw,Expert,1.44%,17,36,16,1110,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9C69-0000-03E9-7B68
7EC2-0000-03E1-B60C,mid air　5,イニ　サブ,sw,Expert,1.89%,17,27,5,264,JP,---,https://supermariomakerbookmark.nintendo.net/courses/7EC2-0000-03E1-B60C
B1AB-0000-03E6-3D35,▼Super mario world melody ♪,★  HUGO  ★,sw,Normal,31.97%,32,59,47,147,FR,---,https://supermariomakerbookmark.nintendo.net/courses/B1AB-0000-03E6-3D35
4855-0000-03EA-406C,海のどうくつ　  Sea Cave,Kenta,sw,Normal,25.79%,42,69,49,190,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4855-0000-03EA-406C
BE78-0000-03EC-E534,上からマリオ,ゆうと,sbu,Easy,8.33%,10,10,1,12,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BE78-0000-03EC-E534
458B-0000-03EC-DA15,Ya&#39;llGonnaMakeMeLoseMy&#39;Shroom,wilsonpenn,sbu,Expert,6.70%,13,14,13,194,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/458B-0000-03EC-DA15
69AE-0000-03E9-B041,bored waiting for smm2NotReally♪,Beano,sbu,Easy,93.33%,9,14,14,15,GB,---,https://supermariomakerbookmark.nintendo.net/courses/69AE-0000-03E9-B041
9683-0000-03EC-2091,できました。,Nova/ムロタモ,sbu,Expert,3.53%,9,12,6,170,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9683-0000-03EC-2091
3002-0000-03E7-238E,pour Tchad super Amis bisou run,fifi,sbu,Easy,50.60%,38,50,42,83,FR,---,https://supermariomakerbookmark.nintendo.net/courses/3002-0000-03E7-238E
2874-0000-03EA-FB4B,息抜きにふわっとなる演奏をどうぞ♪,りょうたん♪,sbu,Easy,47.54%,21,34,29,61,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2874-0000-03EA-FB4B
85DB-0000-03EB-E6E7,[Fixing the Warp Pipe Leakage],JustToast,sbu,Normal,20.37%,19,38,33,162,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/85DB-0000-03EB-E6E7
C502-0000-03E8-CE11,SOUTH PARK OF GERMAN~ART 1 !,Sir. Erz 2,sbu,Easy,79.17%,14,21,19,24,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C502-0000-03E8-CE11
51B3-0000-03EC-E800,SMM2発売まで笑顔で駆け抜けようぜ！◇SPEEDRUN◇тнх,シャチ/Shachi,sbu,Normal,21.67%,45,60,44,203,JP,---,https://supermariomakerbookmark.nintendo.net/courses/51B3-0000-03EC-E800
CE4E-0000-03EC-A572,6月15日をもちまして投/稿終了します。サブアカは続けます♪,だいちぃ,sbu,Easy,86.49%,24,33,32,37,JP,---,https://supermariomakerbookmark.nintendo.net/courses/CE4E-0000-03EC-A572
0F0F-0000-03D4-6D47,新しい壁ジャンプを考える,わんこそば,sbu,Normal,4.00%,17,22,1,25,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0F0F-0000-03D4-6D47
03C3-0000-03EC-4684,Keep  ZR,lukas,sbu,Easy,38.30%,13,20,18,47,DE,---,https://supermariomakerbookmark.nintendo.net/courses/03C3-0000-03EC-4684
1F66-0000-03EA-2DB2,le groupe pour tous le monde,le groupe,sbu,Normal,28.57%,13,17,10,35,FR,---,https://supermariomakerbookmark.nintendo.net/courses/1F66-0000-03EA-2DB2
B3B8-0000-03E7-3FEE,teresa様主催の合作~第3面~,おっすー 【やす】,sbu,Expert,2.97%,34,50,18,606,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B3B8-0000-03E7-3FEE
BBAD-0000-03E6-1FC7,MARIO AM MÜNCHNER HAUPTBAHNHOF1!,Sir. Erz 2,sbu,Easy,47.06%,14,19,16,34,DE,---,https://supermariomakerbookmark.nintendo.net/courses/BBAD-0000-03E6-1FC7
A378-0000-03EC-D65E,Munchine Gun Funk,YoPoYo,sbu,Expert,3.75%,21,35,25,667,US,Theme,https://supermariomakerbookmark.nintendo.net/courses/A378-0000-03EC-D65E
8141-0000-03EA-8414,THX!Sarah SKYoshi WWBlind&amp;OTHERS,Rocall,sbu,Easy,76.60%,28,43,36,47,CA,---,https://supermariomakerbookmark.nintendo.net/courses/8141-0000-03EA-8414
F3DF-0000-03E6-444C,SPEED RUN！！　ドウクツのゴールを目指せ,メタルベアーズ,sbu,Expert,2.04%,56,82,23,1126,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F3DF-0000-03E6-444C
F2DA-0000-03DE-BC75,WallKick,Zone_Zono,sbu,Easy,21.80%,25,39,29,133,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F2DA-0000-03DE-BC75
91B4-0000-03D4-8B36,バネ持ちファイア壁キック,Rei,sbu,Expert,3.03%,15,23,1,33,JP,---,https://supermariomakerbookmark.nintendo.net/courses/91B4-0000-03D4-8B36
444F-0000-03E7-1835,合作　もう締め切ります♪,teresa,sbu,Easy,80.77%,32,48,42,52,JP,---,https://supermariomakerbookmark.nintendo.net/courses/444F-0000-03E7-1835
5A1A-0000-03E5-E506,ιıттιε απð šωεεт fоя♥♡♥κıлоко♥♡♥,philippo,sbu,Expert,2.26%,22,33,9,399,DE,---,https://supermariomakerbookmark.nintendo.net/courses/5A1A-0000-03E5-E506
F9B6-0000-03E7-71F1,Samurai Warrior,Ryan,sbu,Super Expert,1.26%,12,22,8,636,US,---,https://supermariomakerbookmark.nintendo.net/courses/F9B6-0000-03E7-71F1
058C-0000-03E7-49E0,ice ice baby,laser4,sbu,Super Expert,0.20%,7,16,1,511,MX,---,https://supermariomakerbookmark.nintendo.net/courses/058C-0000-03E7-49E0
6723-0000-03E6-7D13,The Purest Of Skills,jj boy,sbu,Expert,0.62%,21,36,14,2253,US,---,https://supermariomakerbookmark.nintendo.net/courses/6723-0000-03E6-7D13
E0E9-0000-03E5-EA76,World:2 HD Easy With Yoshi 2-3,Mythra◆,sbu,Expert,1.99%,57,82,6,302,FR,---,https://supermariomakerbookmark.nintendo.net/courses/E0E9-0000-03E5-EA76
2F24-0000-03E6-454E,No Time To Think (20s),jj boy,sbu,Expert,1.34%,25,45,22,1641,US,---,https://supermariomakerbookmark.nintendo.net/courses/2F24-0000-03E6-454E
732F-0000-03EA-910E,♪瞬き　ｂａｃｋ ｎｕｍｂｅｒ,GU,sbu,Normal,31.11%,9,16,14,45,JP,---,https://supermariomakerbookmark.nintendo.net/courses/732F-0000-03EA-910E
F4D9-0000-03E9-D938,もう二度とここへは戻れない…,Zoneβ_はる♪♪,sbu,Super Expert,0.81%,9,13,3,371,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F4D9-0000-03E9-D938
